gene_symbol,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
SCAPER,-0.146872228,0.620582345,0.208807296,0.435773354,-0.225231092,0.408246348,0.285802635,0.251765866,background
TSPAN3,0.209538109,0.76690884,0.496048131,0.274175454,-0.426821511,0.163337437,0.347289476,0.132628532,background
WDR61,-0.083676398,0.803052585,0.515553308,0.045447147,-0.310668858,0.337365611,0.537935247,0.034589357,buffering
NCOA2,0.343154517,0.426293942,0.909094866,0.046515042,-0.330908094,0.257625061,0.53723813,0.053753628,background
MAN2C1,-0.129053628,0.696047238,-0.464597194,0.095405461,-0.124013846,0.737963327,-0.463165244,0.096173705,buffering
TPM1,0.441558164,0.597479265,0.300730726,0.603459203,0.075421577,0.87438691,-0.008526977,0.981677942,background
USP3,0.444048342,0.152754429,0.650831497,0.062061912,0.436568281,0.217404556,0.639920807,0.084619401,abundance
BBS4,0.022250111,0.960963034,0.605732003,0.050148285,-0.464059073,0.23369488,0.594839947,0.034443768,buffering
PML,0.164039649,0.716756203,-0.416093305,0.323969302,0.40584523,0.263998164,-0.547941952,0.113400691,background
CYP1A1,-3.384495352,0.015752499,-2.597216088,0.016623337,-0.595921035,0.360255401,0.14050251,0.809672054,abundance
LINS1,-0.029961941,0.936550295,0.015741868,0.970225575,-0.030189062,0.944366487,0.017024521,0.973581866,background
PCSK6,-1.510997896,0.012341226,-1.497687672,0.018555876,-0.381505131,0.203158468,0.305622046,0.309908583,abundance
SCAMP2,0.390301743,0.159612594,0.012269526,0.963394767,0.385124531,0.147302124,-0.183714187,0.459254419,translation
CYP1A2,-4.521021528,0.001025684,-4.809489092,0.000516225,-0.064632814,0.92841016,-0.211871499,0.68024794,abundance
POLG,-0.118577881,0.791977465,-0.324734258,0.29045991,0.185535673,0.60857694,-0.259521467,0.302784959,background
FANCI,2.476300158,0.003032219,2.114117254,0.001395035,1.093513269,0.231544592,1.080290699,0.087544699,translation
ABHD2,-1.474803195,0.002457252,-1.084029696,0.010323669,-0.624765333,0.058731591,0.35683259,0.245417724,translation
MFGE8,-0.052254693,0.9533174,-0.19499361,0.758039227,0.166490172,0.570724581,-0.150833672,0.517601505,background
UNC45A,-0.157010375,0.691070765,-0.016317729,0.960293668,-0.143630638,0.664601592,0.083131795,0.761038545,background
FURIN,-0.909614251,0.110607748,-1.455489517,0.011251914,0.306477416,0.484930832,-0.694900055,0.052843721,abundance
IQGAP1,-0.811631561,0.142981718,-0.277056672,0.488477014,-0.490880153,0.169796295,0.254114853,0.340975439,translation
CRTC3,0.226424101,0.778470501,-0.515817597,0.196421882,0.960516388,0.102571199,-0.612381133,0.049520495,buffering
EFTUD1,-0.028316194,0.940739192,0.954263484,0.013210507,-0.607314999,0.058352007,0.983657626,0.00428976,background
SEC11A,0.382591789,0.315547113,0.915375018,0.026767551,-0.182818392,0.605129418,0.577071602,0.070526639,background
GLYR1,-0.076370958,0.817793589,-0.17235447,0.573953029,0.027770888,0.930989766,-0.097451601,0.701073122,background
PMM2,-0.112205566,0.763533124,-0.216608018,0.516901048,-0.073327245,0.860815707,-0.191405054,0.561063657,background
ITGAX,0.671197959,0.314692724,-0.665375551,0.214733835,1.222727552,0.044134316,-1.101131263,0.01921603,translation
TGFB1I1,-0.489484178,0.611782883,-0.897025735,0.102583253,0.634071014,0.381714237,-0.654235346,0.092490594,buffering
C16orf58,-0.066826145,0.89528621,-0.352810564,0.361104661,0.251834604,0.405495644,-0.296250863,0.238575118,background
ARMC5,-0.820912448,0.168106292,-2.045891079,0.003728796,0.789376797,0.115926455,-1.275298691,0.006141257,abundance
PARN,0.523520804,0.218475762,0.213665139,0.608208156,0.395323389,0.287262855,-0.15787317,0.66705215,background
FTO,-0.226096053,0.41139871,0.030637484,0.913780192,-0.236295454,0.359492184,0.1481922,0.554037779,background
UQCRC2,-0.574183005,0.184778767,0.576116308,0.091228116,-1.109327429,0.016541844,0.931483795,0.007555404,translation
CDR2,-0.011496312,0.981829216,-0.12082724,0.704887694,0.096278365,0.833583463,-0.116114325,0.676475627,background
IGSF6,-0.519398575,0.182666296,-0.35653972,0.263766902,-0.513753237,0.224535203,-0.350143115,0.283204062,background
ARHGAP17,0.45477138,0.178770184,-0.314697967,0.289944707,0.637772881,0.062374049,-0.575049236,0.051376283,translation
DHX38,0.006688888,0.983392896,-0.1960402,0.598335699,0.039922758,0.89958635,-0.201914956,0.562661482,background
ZFHX3,-0.106670308,0.816235741,-0.596818522,0.135542625,0.115474453,0.816561909,-0.548111322,0.147571209,buffering
CPNE2,-0.013210522,0.98183895,-0.383348715,0.339738285,-0.09050083,0.892085422,-0.385349693,0.335365926,background
KIFC3,0.234440546,0.428815382,-0.731399475,0.018526201,0.473992215,0.128361022,-0.845294361,0.00955069,buffering
NUDT7,-1.192725116,0.057813755,-0.256312357,0.701922927,-1.053028442,0.061633837,0.674463778,0.274802698,translation
CMTM3,0.198070175,0.787921227,-0.071036365,0.894172436,0.270894403,0.579918742,-0.196229533,0.564456236,background
MAP1LC3B,-0.800523426,0.168375069,-0.071361356,0.805681319,-0.715876866,0.212772282,0.058381781,0.841047146,translation
MBTPS1,-0.059521971,0.873983804,-0.211190893,0.345162344,0.00254134,0.995009312,-0.207516393,0.329499278,background
OSGIN1,0.455069354,0.513286018,0.245363487,0.638634409,0.201538089,0.679967481,-0.056368055,0.881694072,background
IRF8,-1.30088988,0.079462899,-1.970511506,0.001908738,0.745306035,0.345577858,-1.259381926,0.008888294,abundance
RHOT2,0.174172589,0.696213427,-0.431934701,0.321417526,0.374835132,0.335782291,-0.556779595,0.147623926,background
RPS2,0.753437201,0.056328424,0.960088556,0.036261926,0.83261641,0.075727746,1.085573188,0.036476978,abundance
NDUFB10,-0.062282265,0.89413494,-0.144674795,0.681709643,0.058569643,0.88214129,-0.103054589,0.716679452,background
PDPK1,0.54272343,0.11078969,0.111892543,0.749721836,0.534162264,0.130691494,0.052699615,0.89907177,translation
DEF8,-0.270539251,0.688296734,-0.740282114,0.019715544,0.399590694,0.640359147,-0.702923505,0.023339549,buffering
TCF25,-0.553218108,0.104269919,-0.912956044,0.013178679,-0.061997797,0.878278182,-0.500230722,0.111443751,abundance
GALNS,0.056995489,0.924870399,-0.851194916,0.051658607,0.761729179,0.117147155,-0.8861963,0.018174176,background
GAS8,0.116717724,0.877842348,-0.286461937,0.59288758,0.189247762,0.818481382,-0.308293713,0.560325596,background
NCOR1,-0.754776458,0.100753041,-0.271999569,0.455976152,-0.483003791,0.129889356,0.282593118,0.276942974,translation
COPS3,0.190431069,0.646312101,0.718096442,0.061720339,-0.360369609,0.238285304,0.545403685,0.049521821,background
CIRH1A,0.36994823,0.275677701,0.610598746,0.022543889,0.299534539,0.444365216,0.594008986,0.02818206,background
RANBP10,-0.633910264,0.238982228,-1.32227619,0.002989057,0.534703235,0.437468788,-1.071135966,0.007652854,abundance
NOB1,0.762556442,0.017453019,0.458138741,0.207704626,0.730168273,0.032673896,0.245228105,0.559506498,translation
PRPSAP2,0.417596838,0.194948779,0.577382207,0.070954864,0.307177559,0.391694813,0.465723076,0.150026852,abundance
PCTP,-0.818428213,0.120212785,-0.674643898,0.191499109,-0.313916144,0.390461371,0.107210968,0.781766292,abundance
TOM1L1,-0.46902222,0.260040859,0.491184553,0.145556474,-0.862952374,0.040322307,0.77181875,0.019094101,translation
C17orf80,0.244379902,0.484048473,0.803946963,0.018025853,0.154350891,0.728756036,0.774747116,0.024966104,buffering
TOB1,-1.068042301,0.019268775,-0.429656936,0.23668201,-0.661780792,0.030553872,0.554277792,0.032842183,translation
VPS53,-0.252512583,0.491044908,-0.536544278,0.100488844,0.029089291,0.949680499,-0.396551267,0.182314295,background
NPEPPS,0.157870888,0.696054333,0.280797087,0.238355388,-0.085518738,0.850989461,0.250585278,0.263675985,background
SCRN2,0.073938052,0.894900305,-0.204755016,0.549463579,0.297604425,0.445625874,-0.242902331,0.352381472,background
SSH2,0.048726344,0.93620318,-0.833296226,0.019431321,1.10577273,0.053010827,-0.854765587,0.007799762,buffering
ABCA8,-2.271353764,0.003842102,-2.280095501,0.033283457,-1.168243968,0.022390109,1.367990482,0.055236419,abundance
G6PC3,0.479064739,0.257204076,0.459221102,0.218737711,0.17352872,0.669759998,0.146814727,0.666336517,background
CLTC,0.237556617,0.420828746,1.003157741,0.005043602,-0.241967519,0.446023061,0.788313866,0.011408173,background
BCAS3,-0.252984506,0.43782723,-0.143291783,0.664272893,-0.144679458,0.558552309,0.134535438,0.542013742,background
PTRH2,0.244072387,0.562481656,1.104525284,0.002395859,-0.395276826,0.454403341,1.042298002,0.004235995,buffering
SS18,-0.46891516,0.133665213,-0.110852759,0.669547563,-0.381432336,0.180637179,0.106943157,0.665685862,translation
AFG3L2,0.133486859,0.71934952,0.037923342,0.894010217,0.099060803,0.775802467,-0.022888586,0.935481869,background
IMPA2,0.431745619,0.342375087,0.406464052,0.244145774,-0.02632071,0.94037718,0.084182709,0.727780955,background
SLC39A6,0.496607475,0.165200804,1.14480352,0.001772647,-0.485008089,0.256925335,0.873502654,0.006515124,abundance
RPRD1A,1.213011726,0.047312716,1.046767726,0.008818921,0.104692863,0.898446281,0.611713178,0.072865214,abundance
GALNT1,0.752629661,0.090107216,1.071202617,0.012505663,0.031781017,0.95629817,0.597413308,0.101100759,abundance
OSBPL1A,-1.066459426,0.103201628,-0.883765055,0.039221237,-0.26346433,0.72009665,-0.470366753,0.217537143,abundance
GATA6,-1.504612598,0.085802217,-2.295693083,0.00479823,0.719783688,0.315726276,-1.192097594,0.018793653,abundance
GREB1L,0.131706571,0.824945403,0.741303191,0.166005187,-0.354453191,0.415729388,0.630126746,0.113534137,background
C18orf8,0.029599043,0.928154098,0.214243216,0.488181291,-0.082809943,0.768044042,0.180854002,0.457319679,background
PELP1,0.562882078,0.127247791,-0.135128851,0.693984217,0.653460836,0.059387276,-0.512519644,0.088937802,translation
NPC1,1.218986904,0.002989333,1.204148771,0.001471708,0.331784686,0.396740377,0.386335002,0.211075359,abundance
ARRB2,-0.275133869,0.604194075,-0.658428846,0.118474674,0.322153227,0.399873134,-0.456441143,0.123405632,background
SLC13A5,-2.682079601,0.048347473,-2.481822906,0.006602024,1.029057375,0.043453227,-0.77429257,0.015334221,abundance
WRAP53,0.603688284,0.322681751,-0.098423275,0.855252481,0.60833409,0.359330265,-0.119646867,0.83079465,background
MINK1,0.394860543,0.360791714,-0.649729449,0.100816617,0.827595132,0.054230477,-0.925801027,0.014125168,translation
SAT2,-0.884109658,0.107894311,-0.983202139,0.038775886,0.034315676,0.944035225,-0.289969178,0.345339628,abundance
ASGR1,-0.748739375,0.287965734,-1.454429971,0.012640184,0.908506313,0.057685089,-0.914910922,0.009409633,background
TP53,-0.069684393,0.917207698,-0.168521196,0.723374015,0.10833357,0.787054152,-0.116923323,0.684529213,background
ARHGDIA,0.346733446,0.249263351,-0.521238149,0.129787849,0.438728473,0.166168147,-0.677027578,0.070592278,translation
TMC6,-0.164074763,0.802912527,-1.179043573,0.100623294,0.572158348,0.174029561,-0.987343242,0.029492234,background
TTYH2,1.015332859,0.036230414,-0.480689548,0.411594384,1.121650456,0.037832793,-1.022873932,0.104300652,translation
EIF4A3,0.38406875,0.171578444,0.672710091,0.019661821,-0.099272701,0.71697313,0.29317748,0.184040516,abundance
CSNK1D,0.620777842,0.044561006,-0.343067716,0.310273384,0.665447256,0.044863536,-0.572967004,0.130459602,translation
ANAPC11,1.312850673,0.001966225,0.913504168,0.00917646,0.781083452,0.047762203,0.040821305,0.920915794,translation
TBCD,0.346120485,0.313239772,0.0171571,0.950911361,0.333810543,0.302943274,-0.102727845,0.688135171,background
FN3KRP,0.879281143,0.040962044,0.668031276,0.02912156,0.558864059,0.26645796,0.479027057,0.120074303,abundance
RPTOR,0.485524276,0.149756002,0.093107012,0.753907372,0.460177659,0.179945428,-0.010122241,0.97786715,translation
FOXK2,1.07031997,0.135818065,0.142031678,0.674064069,0.921753565,0.198124048,-0.049734872,0.895114521,translation
SECTM1,-0.495813203,0.148257722,-0.938361857,0.043290996,-0.332120779,0.383884992,-0.673793561,0.150026852,abundance
WDR45B,1.189150808,0.0232747,0.688081397,0.053511887,0.632672747,0.20112655,0.163156452,0.647200705,translation
DYM,0.379255837,0.44745511,0.40902637,0.256299,0.081450976,0.888749766,0.246259173,0.454069683,background
MBD1,0.082847432,0.827643959,-0.027211075,0.928156883,0.061983877,0.863885144,0.015740217,0.956661516,background
SMAD4,-0.193286872,0.555901222,0.089277252,0.75267142,-0.24074566,0.431512205,0.171713842,0.497096138,background
TNFRSF11A,-0.468410912,0.439654427,-0.279918367,0.654576373,-0.421736625,0.525031672,-0.178882383,0.791797652,background
ZCCHC2,-0.873051701,0.028307686,-0.540964039,0.046636772,-0.262401324,0.469611448,-0.142411589,0.562485384,abundance
P3H4,0.953722961,0.113864036,0.244606005,0.551795184,0.777461089,0.179975562,-0.093690269,0.828616266,translation
NT5C3B,0.374242776,0.552579035,-0.011524084,0.979084163,0.377615005,0.576627104,-0.072242138,0.883038418,background
FAM134C,0.427156549,0.096426026,-0.047610151,0.857855953,0.439211695,0.082095602,-0.251743971,0.307395334,translation
ERBB2,-0.773138496,0.412585858,-0.601354305,0.222821188,0.167447544,0.796587745,-0.22718796,0.454976988,background
GRB7,1.134311728,0.057055005,-0.528253112,0.359803034,1.237301255,0.064963211,-0.819225886,0.188769591,translation
MIEN1,1.262445956,0.014845723,0.124439002,0.764686776,1.172092142,0.016521163,-0.685642542,0.095357366,translation
IGFBP4,-0.598049613,0.069176076,-1.651204267,0.00022337,-0.653354734,0.151808396,-1.672835149,0.002088803,abundance
FKBP10,0.37350167,0.639589884,-0.704338237,0.273210759,1.071923377,0.017531415,-1.034083946,0.006212068,translation
SAMD1,1.317182845,0.047312716,-0.079851403,0.88251107,1.357213974,0.051853626,-0.557587207,0.284568615,translation
BRD4,0.198234801,0.510647561,-0.69311405,0.059518549,0.136135438,0.683416137,-0.634820248,0.08662055,buffering
SLC39A3,0.159497866,0.803303783,-0.254327681,0.372778244,0.464622919,0.420124601,-0.287374517,0.271498232,background
NFIC,-0.53547979,0.115441686,-1.736689805,0.000378484,0.104553025,0.852140333,-1.460378384,0.002584536,abundance
TPGS1,-0.1997315,0.672594923,-1.165439262,0.003380596,-0.39017747,0.539543863,-1.182993505,0.005120059,buffering
PFKL,0.284469372,0.399869821,-0.168223422,0.620711048,0.398786558,0.142016714,-0.442280843,0.085770935,translation
FEM1A,0.103640272,0.880539653,-0.367681629,0.116096627,0.362479753,0.65161665,-0.371310984,0.102010442,buffering
VAV1,-0.760043518,0.127289543,-1.331332573,0.030877016,-0.31145767,0.585002676,-0.845744842,0.141969842,abundance
MVB12A,0.582767697,0.207023747,-0.366630432,0.377014878,0.785339654,0.089563948,-0.692075964,0.077419714,translation
SH3GL1,0.473935153,0.303040023,-0.578226575,0.065786923,1.088495618,0.031747286,-0.784465492,0.012607181,translation
DUS3L,-0.020866576,0.969874368,-0.534066485,0.109677994,0.252473477,0.639847132,-0.528639726,0.101103799,buffering
DPP9,-0.033762458,0.927654945,-2.919009434,0.000240506,-0.185779223,0.701136271,-2.928210835,0.002088803,buffering
CCDC97,0.765608223,0.067368396,0.021489933,0.952713941,0.753445401,0.066406488,-0.33161045,0.324432823,translation
SIRT3,-0.874743672,0.031804477,-0.862244425,0.010362981,-0.23535355,0.613292681,-0.457299896,0.126147993,abundance
IFITM3,-0.277850674,0.554750115,-0.515617988,0.166005187,0.182313154,0.634299045,-0.32063503,0.244303293,background
COL6A1,-0.676338547,0.244798085,-1.71858696,0.00412757,0.871607818,0.081862537,-1.183817634,0.00546124,abundance
IFNAR1,-0.005805299,0.990141508,-0.199736272,0.543122767,0.190470831,0.57557406,-0.196116794,0.430802596,background
SOD1,-0.766706307,0.143847951,-0.297635846,0.609660637,-0.537890538,0.055564538,0.628758345,0.024388385,translation
COL6A2,-0.807540814,0.334150425,-1.791428494,0.015253977,1.148588129,0.01827264,-1.116088361,0.003564917,background
SCYL1,-0.419135764,0.197742167,-0.390070716,0.19539173,-0.315468666,0.352805709,-0.258687777,0.393193867,abundance
TMEM50B,0.382530256,0.588990266,0.008740053,0.979434903,0.369527964,0.528176713,-0.107802722,0.71660992,background
APP,-0.647187818,0.09818225,-0.682102838,0.023080901,0.253987842,0.404593632,-0.290390303,0.185027383,abundance
DOPEY2,0.717140635,0.102090284,0.413161297,0.303148099,0.380080408,0.203452218,-0.248400937,0.351794705,translation
URB1,0.18984219,0.500682233,0.311053171,0.213657759,0.031467547,0.922194417,0.190244724,0.413943962,background
AKT1,-0.42915584,0.197742167,-1.055666631,0.006662239,0.013829463,0.977556134,-0.791379854,0.021924891,abundance
EMP3,-0.239654256,0.742286113,-1.363278479,0.020871262,0.964282852,0.119424027,-1.201034868,0.009501263,background
SAE1,1.128548971,0.01132738,0.938680758,0.005420982,0.470474352,0.331194981,0.556191815,0.084764013,abundance
GEMIN7,0.348904094,0.644812606,0.948865219,0.012100835,-0.442288067,0.682836268,0.894145488,0.016101188,buffering
CBLC,0.227846784,0.718382033,-0.803634766,0.122646266,0.714365706,0.204018842,-0.934712058,0.046612856,background
RNPEPL1,1.183973587,0.026040737,-0.365100399,0.253182309,1.435132832,0.019055934,-0.700395181,0.046900446,translation
MYO1F,-1.55317512,0.038054471,-1.88705075,0.00058793,1.3831782,0.062374049,-1.149570346,0.003530734,abundance
ERVK3-1,0.664516727,0.112510773,0.418961583,0.23020031,0.512277804,0.235395539,0.212876854,0.554730463,abundance
ZNF787,0.101680405,0.800202356,-0.342721002,0.274506305,0.382742422,0.203524524,-0.416652024,0.100339975,background
CARM1,0.325546754,0.360317786,-0.285174691,0.292925863,0.628667243,0.048449984,-0.482898461,0.043608753,translation
TM4SF5,0.468243843,0.499766359,-0.036610232,0.960911569,0.496756222,0.172519262,-0.53674274,0.12404713,translation
SLC47A1,-0.817771737,0.150184592,-0.366407062,0.394655516,-0.394277348,0.180849088,0.259596536,0.272013914,translation
PSMB6,0.052332386,0.878840173,0.096398118,0.772611832,-0.002825975,0.992348587,0.039958814,0.887298671,background
SIGLEC10,-1.295062963,0.111959533,-1.522220928,0.011655696,-0.743550785,0.529047276,-1.286960119,0.040120124,abundance
ZNF473,0.564607218,0.193622924,0.442099576,0.180075941,0.609659491,0.212033748,0.477919047,0.174392193,abundance
RPS11,0.401194858,0.358211918,1.132729412,0.015214311,0.029783107,0.963478809,0.971877917,0.033418391,buffering
RPL13A,0.683032821,0.239276507,0.823056097,0.071891266,0.112638885,0.869359886,0.493191706,0.222770229,abundance
CTU1,0.806488899,0.243771779,-0.481114506,0.152979737,1.079441577,0.1786799,-0.576992256,0.099087904,translation
NOSIP,0.408489723,0.2707985,-0.03405222,0.924886521,0.423550813,0.235769542,-0.216797351,0.500004233,translation
RERE,-0.163549428,0.765946808,-0.907469146,0.036496385,0.744712546,0.055564538,-0.780711637,0.011408173,background
EPHA2,-1.894855174,0.022454219,-2.091523037,0.013388678,-0.279826717,0.626774119,-0.249587252,0.626751632,abundance
EFHD2,0.879566425,0.052956673,-0.164572915,0.73490294,0.997327877,0.011715295,-1.140396402,0.003864183,translation
PEX14,-0.681180878,0.075053625,-1.224038532,0.006581065,0.160018556,0.631794013,-0.50320174,0.074874111,abundance
PGD,-0.147111876,0.769260304,0.26159097,0.412820367,-0.446246491,0.212033748,0.339657133,0.172318079,background
SH3BGRL3,0.68871209,0.106514554,-0.495469753,0.272302319,0.972488307,0.021707796,-1.145517164,0.00963387,translation
RPL11,0.253487054,0.541499728,0.972355723,0.007316092,0.162003473,0.775141163,0.957491577,0.010638291,buffering
ZNF593,0.120144833,0.716756203,-0.694647421,0.048338125,0.22326752,0.502433643,-0.733503071,0.04061639,buffering
KIAA0319L,-0.420741592,0.207137817,-0.02180268,0.942367631,-0.39816529,0.111983594,0.309512635,0.145175518,translation
MAP3K6,-0.782450721,0.330811489,-1.499448839,0.039221237,0.44224144,0.516433402,-0.914958411,0.068185671,background
FCN3,-4.851064067,0.000116156,-5.547834934,1.97E-05,0.130376502,0.910316895,-1.438513317,0.045291185,abundance
GPN2,0.278955224,0.554194382,-0.419102888,0.165965362,0.250055434,0.653096419,-0.411342617,0.177285581,buffering
HSPG2,0.341653602,0.626766427,-0.203561727,0.721191693,0.562042581,0.071181784,-0.494064239,0.052564969,translation
ITGB3BP,0.940959675,0.12442021,1.568033395,0.005528884,-0.303466909,0.691895116,1.030804898,0.024080508,abundance
SERBP1,0.407386321,0.176059404,0.420219577,0.118620353,0.595819107,0.064741026,0.606596766,0.029392725,abundance
BCL10,-0.069406722,0.886552186,0.27663277,0.359832399,-0.166678284,0.747665437,0.288481025,0.324788166,background
CYR61,-2.064672372,0.00643536,-2.0716997,0.00157162,0.298678844,0.400624533,-0.418055157,0.121199013,abundance
PRKACB,-0.588916842,0.122029639,0.323720282,0.337387446,-0.79299591,0.040052292,0.70399026,0.036410995,translation
PIGK,-0.344771545,0.234219623,1.091889194,0.018360246,-0.394697659,0.222839775,1.179741209,0.020323601,translation
TINAGL1,-0.11018943,0.882047492,-1.160465489,0.019536724,0.850732599,0.220712098,-1.111049744,0.013334385,buffering
RPS8,0.815920276,0.045243289,1.111993462,0.011077711,0.336039282,0.426324405,0.628474863,0.117886335,abundance
PTPRF,0.095986714,0.802063319,-0.137391547,0.730545584,0.149651157,0.670414672,-0.206333515,0.548670464,background
LMO4,-0.173927416,0.76755456,-0.050671875,0.916334333,-0.136884866,0.800248003,0.04792334,0.911170622,background
MTF2,0.161118548,0.73174164,0.272202063,0.467116494,0.050393655,0.92841016,0.215361839,0.549927677,background
SLC44A3,0.718871939,0.290291536,1.120299815,0.043034187,-0.371798259,0.493692379,0.613098655,0.095125796,background
ZNF697,0.566511211,0.40560578,0.428468257,0.210160172,-0.116845844,0.84976642,0.21447128,0.421129836,background
CTTNBP2NL,-0.06628203,0.899136424,0.082237402,0.872629219,-0.088328263,0.875033471,0.107372923,0.831261306,background
STRIP1,0.103740141,0.819026728,0.292948974,0.350468614,-0.117427205,0.786575762,0.244188651,0.374820742,background
PSMA5,-0.115563985,0.742075397,0.504357597,0.087904445,-0.419879156,0.205755862,0.576437815,0.037940774,background
CD53,-0.888783425,0.100835046,-0.856719443,0.029067841,0.051628563,0.933163944,-0.37122234,0.214768814,abundance
CELSR2,0.14695812,0.846671619,-0.223809349,0.477372651,0.474103847,0.452827788,-0.259235687,0.340975439,background
ALDH9A1,-1.045836392,0.024037842,-0.296903763,0.441003862,-0.776580532,0.017314206,0.688488225,0.019601954,translation
ATP1B1,0.743224537,0.033855587,1.04301467,0.009386266,0.040211806,0.89711724,0.107860353,0.668205947,abundance
TIPRL,0.547795323,0.129779395,1.27447833,0.003611275,-0.223300431,0.565182548,0.806192231,0.017904862,abundance
NME7,0.661407604,0.0718276,0.752596912,0.091536539,0.339257779,0.28363309,0.023033551,0.960779701,abundance
POGK,1.285443884,0.027929476,0.899084547,0.00479823,0.093223499,0.897228175,0.642814337,0.02690961,abundance
MPC2,0.858388496,0.09552449,1.132121337,0.015748152,-0.248876471,0.490029905,0.431318041,0.117492597,abundance
CREG1,-0.499899664,0.17984532,0.042936049,0.913260878,-0.533737166,0.060948355,0.540342817,0.041449276,translation
DCAF6,-0.577506818,0.103518118,-0.108914243,0.703114998,-0.496036748,0.132310288,0.141259727,0.59185567,translation
UCK2,1.862124484,0.000422139,1.569540524,0.000611723,0.570779562,0.100831925,0.013654361,0.970942677,translation
TMCO1,0.936696846,0.023777576,1.514107804,0.00383328,-0.09608757,0.732907063,0.256360855,0.280690971,abundance
POU2F1,1.055171039,0.026638256,0.621754494,0.030966727,0.336480551,0.468457992,0.277722035,0.292384044,abundance
MGST3,0.27089423,0.502637465,0.746462334,0.04252946,-0.422734405,0.111148871,0.492188246,0.03778247,background
RFWD2,1.04123674,0.019237212,0.800702265,0.019577919,0.265853489,0.487296661,0.143897634,0.616245744,abundance
UFC1,0.640634119,0.069951749,0.834590172,0.03137813,0.144884809,0.638578112,0.158663068,0.594269374,abundance
PPOX,1.236571081,0.004813017,0.650323149,0.03056231,1.316580918,0.019323579,0.738584527,0.046785979,translation
FCGR2A,0.378117322,0.585947966,-0.223845924,0.584152343,0.634529671,0.244990146,-0.384736274,0.227185121,translation
RGS5,1.283454108,0.015718539,1.63849478,0.003128431,0.461945964,0.456737581,0.904882175,0.082490542,abundance
SDHC,0.568149412,0.125230019,0.444930438,0.115043194,0.138256442,0.697642643,0.135019185,0.597272508,abundance
PFDN2,1.006834576,0.021232419,0.985629084,0.019944691,0.743940666,0.132760722,0.640181715,0.172434971,abundance
NR1I3,-1.685061077,0.028180278,-1.631497767,0.008596225,0.232358809,0.497092111,-0.295337885,0.238422706,abundance
F13B,-1.633463694,0.02566998,0.058802918,0.906793298,-1.704460804,0.008599972,1.066679022,0.00761037,translation
PRCC,1.09935864,0.019259914,0.291857539,0.238984704,1.044249738,0.046257671,0.249684847,0.347503952,translation
RRNAD1,0.31106622,0.424407201,-0.026264538,0.931722103,0.319241357,0.42330012,-0.076121299,0.805694102,background
MRPL24,0.818560626,0.043921592,0.792732244,0.044173333,0.236987044,0.446855047,0.005221291,0.987907128,abundance
PIGM,0.641101813,0.110178377,1.27893782,0.004850677,0.509303543,0.370777327,1.199313881,0.013635319,abundance
HDGF,0.664235626,0.032687444,0.2021392,0.452316324,0.619812148,0.053010827,0.022690022,0.950617153,translation
ABL2,1.034575199,0.015571289,-0.058568951,0.90572261,1.062088394,0.013000565,-1.103353909,0.028817687,translation
XPR1,1.038745043,0.018090816,1.327895804,0.002572544,0.220744938,0.661776354,0.715920538,0.043939808,abundance
TOR1AIP1,0.377516201,0.247275414,0.173598598,0.609830003,0.294461501,0.320252004,-0.112980825,0.727879154,background
HMCN1,-0.827025653,0.375816268,-0.603385006,0.424288906,-0.227690818,0.684203862,0.053466086,0.911588143,background
RGL1,-1.232727416,0.001508385,-1.069150996,0.002104808,-0.578009581,0.129152246,-0.199276405,0.500638022,abundance
LYPLAL1,0.156201573,0.756360823,1.43295152,0.005190734,-0.862758409,0.071821479,1.314393861,0.003530734,background
PRUNE,0.978277991,0.205903639,0.969752995,0.01140003,0.85453881,0.451799737,0.949118897,0.018515098,abundance
RORC,-0.323038895,0.454593059,-0.352935697,0.36484658,-0.042836941,0.911874966,-0.075720164,0.802923767,background
TUFT1,2.110336424,0.003683682,1.294848567,0.005161157,1.520038908,0.075689952,0.868775509,0.106242627,translation
SF3B4,1.365918282,0.000830655,0.818584416,0.008274719,1.219403329,0.011715295,0.566633799,0.131359756,translation
ECM1,-3.417313301,0.001745888,-3.662849405,0.000246278,0.494936467,0.519379602,-1.034100038,0.042431359,abundance
ZNF687,0.911110372,0.02555232,0.357431802,0.12790202,0.273643414,0.373345708,0.051933734,0.827742963,abundance
TARS2,0.272576191,0.5338336,0.414957165,0.174317047,-0.185812852,0.600390162,0.262013291,0.275899083,background
CGN,-0.683174036,0.302147049,-0.66096653,0.222734572,-0.065066559,0.902119571,-0.137496295,0.706858116,background
SNX27,0.705782578,0.063784516,0.436178594,0.098801686,0.516787604,0.230623135,0.310616138,0.25328273,translation
SETDB1,0.747256908,0.033988477,0.762563619,0.018898754,0.243850468,0.472859455,0.248567044,0.377320395,abundance
ADAMTSL4,-0.185300714,0.808594837,-1.284248325,0.039932031,0.651631618,0.341510882,-1.17632988,0.030332168,background
MCL1,-0.823054923,0.011426043,-0.741859553,0.00890859,-0.257725369,0.333567306,-0.209722017,0.350547478,abundance
RFX5,1.357857492,0.023201748,0.968536755,0.002989553,1.220697759,0.121145379,0.942469292,0.00698935,translation
